id,admission_threshold,cache_size,cms_delta,cms_epsilon,default_latency,latency_utility,model,policy,protected_fraction,request_count,size_utility,tau,tiny_window_size,window_size
595,4,100000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
596,4,100000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
597,4,100000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
598,4,100000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
599,,100000,,,,,wiki-t-10,lfu-byte,,1000000,freq_over_size,,,
600,,100000,,,,,wiki-t-10,lfu-byte,,1000000,freq_times_size,,,
601,,100000,,,,,wiki-t-10,lfu-aging,,1000000,,100,,
602,,100000,,,,,wiki-t-10,lfu-aging,,1000000,,1000,,
603,,100000,,,,,wiki-t-10,lfu-aging,,1000000,,10000,,
604,,100000,,,,,wiki-t-10,lfu-aging,,1000000,,100000,,
605,,100000,,,,,wiki-t-10,lfu-aging,,1000000,,1000000,,
606,,100000,,,,,wiki-t-10,lfu,,1000000,,,,
607,,100000000,,,,,docker-registry-processed,two-segment,0.1,1000000,,,,
608,,100000000,,,,,docker-registry-processed,two-segment,0.2,1000000,,,,
609,,100000000,,,,,docker-registry-processed,two-segment,0.3,1000000,,,,
610,,100000000,,,,,docker-registry-processed,two-segment,0.4,1000000,,,,
611,,100000000,,,,,docker-registry-processed,two-segment,0.5,1000000,,,,
612,,100000000,,,,,docker-registry-processed,two-segment,0.6,1000000,,,,
613,,100000000,,,,,docker-registry-processed,two-segment,0.7,1000000,,,,
614,,100000000,,,,,docker-registry-processed,two-segment,0.8,1000000,,,,
615,,100000000,,,,,docker-registry-processed,two-segment,0.9,1000000,,,,
616,,100000000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,100,
617,,100000000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,1000,
618,,100000000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,10000,
619,,100000000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,100000,
620,,100000000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,1000000,
621,,100000000,,,,,docker-registry-processed,lru,,1000000,,,,
622,,100000000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,100
623,,100000000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,1000
624,,100000000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,10000
625,,100000000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,100000
626,,100000000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,1000000
627,,100000000,,,1,freq_over_size_times_latency,docker-registry-processed,lfu-latency-byte,,1000000,,,,
628,,100000000,,,1,freq_times_latency_over_size,docker-registry-processed,lfu-latency-byte,,1000000,,,,
629,2,100000000,1.00E-07,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
630,2,100000000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
631,2,100000000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
632,2,100000000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
633,2,100000000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
634,2,100000000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
635,2,100000000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
636,2,100000000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
637,2,100000000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
638,2,100000000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
639,2,100000000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
640,2,100000000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
641,2,100000000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
642,2,100000000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
643,2,100000000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
644,2,100000000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
645,2,100000000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
646,2,100000000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
647,2,100000000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
648,2,100000000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
649,2,100000000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
650,2,100000000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
651,2,100000000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
652,2,100000000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
653,3,100000000,1.00E-07,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
654,3,100000000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
655,3,100000000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
656,3,100000000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
657,3,100000000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
658,3,100000000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
659,3,100000000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
660,3,100000000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
661,3,100000000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
662,3,100000000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
663,3,100000000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
664,3,100000000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
665,3,100000000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
666,3,100000000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
667,3,100000000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
668,3,100000000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
669,3,100000000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
670,3,100000000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
671,3,100000000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
672,3,100000000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
673,3,100000000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
674,3,100000000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
675,3,100000000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
676,3,100000000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
677,4,100000000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
678,4,100000000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
679,4,100000000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
680,4,100000000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
681,4,100000000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
682,4,100000000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
683,4,100000000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
684,4,100000000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
685,4,100000000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
686,4,100000000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
687,4,100000000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
688,4,100000000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
689,4,100000000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
690,4,100000000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
691,4,100000000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
692,4,100000000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
693,4,100000000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
694,4,100000000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
695,4,100000000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
696,4,100000000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
697,4,100000000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
698,4,100000000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
699,4,100000000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
700,,100000000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_over_size,,,
701,,100000000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_times_size,,,
702,,100000000,,,,,docker-registry-processed,lfu-aging,,1000000,,100,,
703,,100000000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000,,
704,,100000000,,,,,docker-registry-processed,lfu-aging,,1000000,,10000,,
705,,100000000,,,,,docker-registry-processed,lfu-aging,,1000000,,100000,,
706,,100000000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000000,,
707,,100000000,,,,,docker-registry-processed,lfu,,1000000,,,,
708,,100000000,,,,,wiki-t-10,two-segment,0.1,1000000,,,,
709,,100000000,,,,,wiki-t-10,two-segment,0.2,1000000,,,,
710,,100000000,,,,,wiki-t-10,two-segment,0.3,1000000,,,,
711,,100000000,,,,,wiki-t-10,two-segment,0.4,1000000,,,,
712,,100000000,,,,,wiki-t-10,two-segment,0.5,1000000,,,,
713,,100000000,,,,,wiki-t-10,two-segment,0.6,1000000,,,,
714,,100000000,,,,,wiki-t-10,two-segment,0.7,1000000,,,,
715,,100000000,,,,,wiki-t-10,two-segment,0.8,1000000,,,,
716,,100000000,,,,,wiki-t-10,two-segment,0.9,1000000,,,,
717,,100000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100,
718,,100000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000,
719,,100000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,10000,
720,,100000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100000,
721,,100000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000000,
722,,100000000,,,,,wiki-t-10,lru,,1000000,,,,
723,,100000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100
724,,100000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000
725,,100000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,10000
726,,100000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100000
727,,100000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000000
728,,100000000,,,1,freq_over_size_times_latency,wiki-t-10,lfu-latency-byte,,1000000,,,,
729,,100000000,,,1,freq_times_latency_over_size,wiki-t-10,lfu-latency-byte,,1000000,,,,
730,2,100000000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
731,2,100000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
732,2,100000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
733,2,100000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
734,2,100000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
735,2,100000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
736,2,100000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
737,2,100000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
738,2,100000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
739,2,100000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
740,2,100000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
741,2,100000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
742,2,100000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
743,2,100000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
744,2,100000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
745,2,100000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
746,2,100000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
747,2,100000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
748,2,100000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
749,2,100000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
750,2,100000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
751,2,100000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
752,2,100000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
753,2,100000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
754,3,100000000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
755,3,100000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
756,3,100000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
757,3,100000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
758,3,100000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
759,3,100000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
760,3,100000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
761,3,100000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
762,3,100000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
763,3,100000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
764,3,100000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
765,3,100000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
766,3,100000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
767,3,100000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
768,3,100000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
769,3,100000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
770,3,100000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
771,3,100000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
772,3,100000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
773,3,100000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
774,3,100000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
775,3,100000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
776,3,100000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
777,3,100000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
778,4,100000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
779,4,100000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
780,4,100000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
781,4,100000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
782,4,100000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
783,4,100000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
784,4,100000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
785,4,100000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
786,4,100000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
787,4,100000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
788,4,100000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
789,4,100000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
790,4,100000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
791,4,100000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
792,4,100000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
793,4,100000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
794,4,100000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
795,4,100000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
796,4,100000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
797,4,100000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
798,4,100000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
799,4,100000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
800,4,100000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
801,,100000000,,,,,wiki-t-10,lfu-byte,,1000000,freq_over_size,,,
802,,100000000,,,,,wiki-t-10,lfu-byte,,1000000,freq_times_size,,,
803,,100000000,,,,,wiki-t-10,lfu-aging,,1000000,,100,,
804,,100000000,,,,,wiki-t-10,lfu-aging,,1000000,,1000,,
805,,100000000,,,,,wiki-t-10,lfu-aging,,1000000,,10000,,
806,,100000000,,,,,wiki-t-10,lfu-aging,,1000000,,100000,,
807,,100000000,,,,,wiki-t-10,lfu-aging,,1000000,,1000000,,
808,,100000000,,,,,wiki-t-10,lfu,,1000000,,,,
